iid,gender,condtn,match,age,field,field_cd,race,imprace,imprelig,income,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum
243,1,1,0,27,Japanese Literature,16,2,2,3,,6,2,Professor,2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,6,
243,1,1,0,27,Japanese Literature,16,2,2,3,,6,2,Professor,2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,6,
243,1,1,1,27,Japanese Literature,16,2,2,3,,6,2,Professor,2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,6,
243,1,1,1,27,Japanese Literature,16,2,2,3,,6,2,Professor,2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,6,
244,1,1,0,28,MBA,8,2,8,9,,5,3,Management Consultant,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,
244,1,1,0,28,MBA,8,2,8,9,,5,3,Management Consultant,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,
244,1,1,0,28,MBA,8,2,8,9,,5,3,Management Consultant,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,
244,1,1,0,28,MBA,8,2,8,9,,5,3,Management Consultant,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,
244,1,1,1,28,MBA,8,2,8,9,,5,3,Management Consultant,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,
244,1,1,0,28,MBA,8,2,8,9,,5,3,Management Consultant,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,
244,1,1,0,28,MBA,8,2,8,9,,5,3,Management Consultant,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,
244,1,1,0,28,MBA,8,2,8,9,,5,3,Management Consultant,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,
244,1,1,0,28,MBA,8,2,8,9,,5,3,Management Consultant,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,
245,1,1,0,32,Philosophy,7,2,1,6,,5,2,Academic (Law),1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,
245,1,1,0,32,Philosophy,7,2,1,6,,5,2,Academic (Law),1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,
245,1,1,0,32,Philosophy,7,2,1,6,,5,2,Academic (Law),1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,
245,1,1,0,32,Philosophy,7,2,1,6,,5,2,Academic (Law),1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,
245,1,1,0,32,Philosophy,7,2,1,6,,5,2,Academic (Law),1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,
245,1,1,1,32,Philosophy,7,2,1,6,,5,2,Academic (Law),1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,
245,1,1,0,32,Philosophy,7,2,1,6,,5,2,Academic (Law),1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,
245,1,1,0,32,Philosophy,7,2,1,6,,5,2,Academic (Law),1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,
245,1,1,0,32,Philosophy,7,2,1,6,,5,2,Academic (Law),1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,
246,1,1,0,25,biotechnology,10,2,7,1,"41,476.00",7,6,scientist,2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,
246,1,1,0,25,biotechnology,10,2,7,1,"41,476.00",7,6,scientist,2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,
246,1,1,0,25,biotechnology,10,2,7,1,"41,476.00",7,6,scientist,2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,
246,1,1,0,25,biotechnology,10,2,7,1,"41,476.00",7,6,scientist,2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,
246,1,1,0,25,biotechnology,10,2,7,1,"41,476.00",7,6,scientist,2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,
246,1,1,0,25,biotechnology,10,2,7,1,"41,476.00",7,6,scientist,2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,
246,1,1,0,25,biotechnology,10,2,7,1,"41,476.00",7,6,scientist,2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,
246,1,1,1,25,biotechnology,10,2,7,1,"41,476.00",7,6,scientist,2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,
247,1,1,0,25,Earth and Environmental Science,10,4,1,1,,6,4,Naturalist,2,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,
247,1,1,0,25,Earth and Environmental Science,10,4,1,1,,6,4,Naturalist,2,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,
247,1,1,0,25,Earth and Environmental Science,10,4,1,1,,6,4,Naturalist,2,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,
247,1,1,0,25,Earth and Environmental Science,10,4,1,1,,6,4,Naturalist,2,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,
247,1,1,0,25,Earth and Environmental Science,10,4,1,1,,6,4,Naturalist,2,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,
247,1,1,0,25,Earth and Environmental Science,10,4,1,1,,6,4,Naturalist,2,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,
247,1,1,0,25,Earth and Environmental Science,10,4,1,1,,6,4,Naturalist,2,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,
247,1,1,0,25,Earth and Environmental Science,10,4,1,1,,6,4,Naturalist,2,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,
248,1,1,0,27,Business,8,6,1,1,"49,841.00",4,1,Trader,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,
248,1,1,1,27,Business,8,6,1,1,"49,841.00",4,1,Trader,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,
248,1,1,0,27,Business,8,6,1,1,"49,841.00",4,1,Trader,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,
248,1,1,0,27,Business,8,6,1,1,"49,841.00",4,1,Trader,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,
248,1,1,0,27,Business,8,6,1,1,"49,841.00",4,1,Trader,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,
248,1,1,0,27,Business,8,6,1,1,"49,841.00",4,1,Trader,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,
248,1,1,1,27,Business,8,6,1,1,"49,841.00",4,1,Trader,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,
248,1,1,1,27,Business,8,6,1,1,"49,841.00",4,1,Trader,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,
249,1,1,0,33,Finance,8,6,2,7,,3,1,Wall Street Economist,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,
249,1,1,0,33,Finance,8,6,2,7,,3,1,Wall Street Economist,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,
249,1,1,0,33,Finance,8,6,2,7,,3,1,Wall Street Economist,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,
249,1,1,0,33,Finance,8,6,2,7,,3,1,Wall Street Economist,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,
249,1,1,0,33,Finance,8,6,2,7,,3,1,Wall Street Economist,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,
249,1,1,0,33,Finance,8,6,2,7,,3,1,Wall Street Economist,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,
249,1,1,0,33,Finance,8,6,2,7,,3,1,Wall Street Economist,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,
249,1,1,0,33,Finance,8,6,2,7,,3,1,Wall Street Economist,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,
249,1,1,0,33,Finance,8,6,2,7,,3,1,Wall Street Economist,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,
250,1,1,0,25,Classics,6,6,1,1,,2,1,"professor, poet/critic",2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,
250,1,1,0,25,Classics,6,6,1,1,,2,1,"professor, poet/critic",2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,
250,1,1,0,25,Classics,6,6,1,1,,2,1,"professor, poet/critic",2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,
250,1,1,1,25,Classics,6,6,1,1,,2,1,"professor, poet/critic",2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,
250,1,1,1,25,Classics,6,6,1,1,,2,1,"professor, poet/critic",2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,
250,1,1,0,25,Classics,6,6,1,1,,2,1,"professor, poet/critic",2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,
250,1,1,1,25,Classics,6,6,1,1,,2,1,"professor, poet/critic",2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,
250,1,1,1,25,Classics,6,6,1,1,,2,1,"professor, poet/critic",2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,
250,1,1,1,25,Classics,6,6,1,1,,2,1,"professor, poet/critic",2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,
251,1,1,0,33,Philosophy (Ph.D.),7,6,2,2,,4,1,Am not sure,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,
251,1,1,0,33,Philosophy (Ph.D.),7,6,2,2,,4,1,Am not sure,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,
251,1,1,0,33,Philosophy (Ph.D.),7,6,2,2,,4,1,Am not sure,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,
251,1,1,0,33,Philosophy (Ph.D.),7,6,2,2,,4,1,Am not sure,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,
251,1,1,0,33,Philosophy (Ph.D.),7,6,2,2,,4,1,Am not sure,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,
251,1,1,0,33,Philosophy (Ph.D.),7,6,2,2,,4,1,Am not sure,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,
251,1,1,0,33,Philosophy (Ph.D.),7,6,2,2,,4,1,Am not sure,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,
251,1,1,0,33,Philosophy (Ph.D.),7,6,2,2,,4,1,Am not sure,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,
251,1,1,1,33,Philosophy (Ph.D.),7,6,2,2,,4,1,Am not sure,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,1,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,1,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
252,0,2,0,28,Political Science,13,3,1,1,,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,1,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,1,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
253,0,2,0,33,sociology,3,4,1,1,,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
254,0,2,0,22,Philosophy and Physics,7,2,8,3,"37,240.00",6,2,academia,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
255,0,2,0,26,nutrition,10,4,3,1,"36,594.00",7,3,nutrition and dental,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,1,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,1,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,1,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
256,0,2,0,24,Medicine,4,4,6,5,"62,997.00",6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,
257,0,2,0,24,Art Education,9,2,5,6,"46,608.00",5,1,Art educator and Artist,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,
257,0,2,0,24,Art Education,9,2,5,6,"46,608.00",5,1,Art educator and Artist,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,
257,0,2,0,24,Art Education,9,2,5,6,"46,608.00",5,1,Art educator and Artist,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,
257,0,2,0,24,Art Education,9,2,5,6,"46,608.00",5,1,Art educator and Artist,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,
257,0,2,0,24,Art Education,9,2,5,6,"46,608.00",5,1,Art educator and Artist,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,
257,0,2,0,24,Art Education,9,2,5,6,"46,608.00",5,1,Art educator and Artist,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,
257,0,2,0,24,Art Education,9,2,5,6,"46,608.00",5,1,Art educator and Artist,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,
257,0,2,0,24,Art Education,9,2,5,6,"46,608.00",5,1,Art educator and Artist,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,
257,0,2,0,24,Art Education,9,2,5,6,"46,608.00",5,1,Art educator and Artist,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,
257,0,2,0,24,Art Education,9,2,5,6,"46,608.00",5,1,Art educator and Artist,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,
257,0,2,0,24,Art Education,9,2,5,6,"46,608.00",5,1,Art educator and Artist,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,
